    N    R        ALFA(gaia)        DELTA(gaia)      PARALAJE     ERROR     MOV.PR.ALF    ERROR     MOV.PR.DEL    ERROR        BP         ERROR        RP         ERROR         J         ERROR         H         ERROR         K         ERROR       3.6         ERROR        4.5        ERROR        5.8        ERROR       8          ERROR         W1         ERROR        W2         ERROR         W3        ERROR         W4        ERROR         V         ERROR        B-V        ERROR        U-B        ERROR        V-I        ERROR   
   70   1.13   112.51365678800   -18.55366370280      0.1244      0.0997     -1.8770      0.1290      2.3230      0.1450     18.3545      0.0096     16.2884      0.0042     14.5890      0.0240     13.9090      0.0290     13.4760      0.0510      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     18.2270      0.0020      1.4290      0.0120      0.6530      0.0380      2.0900      0.0030
   71   1.10   112.52463132000   -18.55169879470      0.3171      0.0990     -1.7450      0.1320      2.1240      0.1470     18.5468      0.0102     16.4770      0.0040     14.9280      0.0410     14.2580      0.0360     14.0570      0.0610      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     18.2930      0.0020      1.4450      0.0120      0.8340      0.0510      1.9950      0.0030
   72   1.14   112.50829155700   -18.51780149050      0.2238      0.1081     -2.1310      0.1380      0.8760      0.1760     18.1471      0.0116     16.6803      0.0045      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     17.9150      0.0020      0.9780      0.0070      0.2130      0.0180      1.3540      0.0030
   73   1.71   112.51690685500   -18.50646998140     -0.1191      0.1403     -0.3840      0.1900      1.1980      0.2010     18.2991      0.0127     16.6698      0.0050     15.4760      0.0600     14.9620      0.0880     14.8160      0.1300      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     18.0080      0.0020      1.1290      0.0080      0.2550      0.0200      1.5120      0.0030
   74   1.06   112.52124900100   -18.51780077860      0.4731      0.1018     -0.7940      0.1380      4.3460      0.1470     18.2708      0.0158     16.7250      0.0044      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     18.0340      0.0020      1.1490      0.0090      0.4180      0.0220      1.4320      0.0030
   75   1.65   112.49166120900   -18.52109629090      0.2522      0.0966      0.0730      0.1310      4.1780      0.1440     18.4276      0.0153     16.6488      0.0044     15.4590      0.0620     14.9510      0.1010     14.7200      0.1210      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     18.1620      0.0020      1.2890      0.0110      0.4330      0.0300      1.6850      0.0030
   76   1.01   112.49899908400   -18.53520523550      0.1174      0.1005     -1.8700      0.1360      2.3760      0.1470     18.4141      0.0103     16.5479      0.0041     15.1870      0.0710     14.5230      0.0800     14.4670      0.1030      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     18.2160      0.0020      1.3000      0.0110      0.5370      0.0320      1.7680      0.0030
   77   2.97   112.48002162500   -18.49977237290      0.2285      0.0996     -2.2770      0.1360      4.6140      0.1460     18.3319      0.0135     16.8258      0.0048     15.6770      0.0680     15.4130      0.1210     15.1330      0.1710      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     18.0530      0.0030      1.0540      0.0090      0.3160      0.0210      1.4120      0.0040
   78   2.45   112.49596433600   -18.57072230110      0.4692      0.1039     -3.6710      0.1330     -3.5850      0.1530     18.3414      0.0095     16.8167      0.0038     15.6240      0.0700     15.1170      0.1010     14.9590      0.1410      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     18.0740      0.0020      1.2030      0.0090      0.4710      0.0250      1.4130      0.0030
   79   1.73   112.48807165000   -18.54461934870      0.4650      0.1111     -1.0870      0.1530      3.0470      0.1630     18.4434      0.0110     16.7280      0.0032     15.5530      0.0920     14.6620      0.1040     14.1630      0.1090      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     18.1610      0.0020      1.3230      0.0110      0.7710      0.0390      1.5720      0.0030
   80   1.84   112.54901912000   -18.53537904150      0.5937      0.1305     -2.2380      0.1650     -1.2330      0.1850     18.5848      0.0152     16.8417      0.0066     15.4910      0.0960     12.1210      ------     11.9530      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     18.3710      0.0030      1.2610      0.0310      0.3010      0.0440      1.6190      0.0050
   81   1.34   112.52220721000   -18.55671214200      0.5706      0.1436      3.1070      0.1720     -1.7230      0.2160     18.6470      0.0103     16.9518      0.0043     15.7700      0.0790     15.2540      0.1270     14.9690      0.1560      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     18.4250      0.0020      1.4080      0.0140      1.1830      0.0670      1.5990      0.0030
   82   1.69   112.54408999800   -18.54606941010      0.1267      0.1341     -1.4610      0.1690      3.1700      0.2040     18.7182      0.0133     16.9475      0.0048     15.5610      0.0700     15.1000      0.0920     14.9050      0.1360      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     18.4940      0.0020      1.2690      0.0120      0.5060      0.0370      1.7110      0.0030
   83   1.09   112.53432229900   -18.52772527760      0.2042      0.1647     -1.8910      0.2100      2.6520      0.2350     18.9315      0.0187     16.5060      0.0663     14.9100      0.0540     14.1870      0.0600     13.7960      0.0670      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     18.8270      0.0040      1.2290      0.0270      ------      ------      2.1070      0.0040
   84   2.50   112.50288032500   -18.49539362900      0.6051      0.1384     -3.1660      0.1810      0.6060      0.2030     18.6827      0.0145     17.1075      0.0048     15.8250      0.0830     15.6850      0.1880     15.5150      0.2370      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     18.4030      0.0030      1.1150      0.0110      0.3500      0.0300      1.4710      0.0040
   85   1.90   112.54895849400   -18.52664321040      1.1861      0.1361     -3.1910      0.1710      0.7880      0.2100     19.0342      0.0178     16.8898      0.0042     15.5540      0.0710     14.7630      0.0930     14.3940      0.0770      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     18.7610      0.0030      1.5930      0.0210      ------      ------      2.1190      0.0040
